sender,requestkey,token0,token0amount,token1,token1amount,time
k:51a1a6c692e7c14a083eff18bb37278ccd75b3be80fb571b7e43834af947c13b,https://explorer.kadena.io/mainnet/transaction/nxK_1QN8oLpLs89lmBh7YvbBon9HMMx-Ktmv1QNbJz0,n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI,20000.0,coin,46.657084889536,2025-06-13 05:26:10
k:740f4028a369993684fca67a916488ece2e202cfaeb41ba7b6507fdaea6b6b18,https://explorer.kadena.io/mainnet/transaction/4g7AKC6KwjLhz7Cd0-f5QY2fpMofgK8DF0QnvJmLl5A,coin,100.0,n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI,43461.87638569579,2025-06-13 05:29:56
k:740f4028a369993684fca67a916488ece2e202cfaeb41ba7b6507fdaea6b6b18,https://explorer.kadena.io/mainnet/transaction/7IfmUu-_iPc96Q07FS-sdm3bD3ZCBLbpqN7DsbPKF8Q,n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI,21925.936139098565,coin,50.0,2025-06-13 05:32:31
k:740f4028a369993684fca67a916488ece2e202cfaeb41ba7b6507fdaea6b6b18,https://explorer.kadena.io/mainnet/transaction/XeULrK4r7hxqPPJRjjh5VR384pJj7ZTdWfgTzmbzZbA,n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI,22054.91813497733,coin,50.0,2025-06-13 05:34:28
k:740f4028a369993684fca67a916488ece2e202cfaeb41ba7b6507fdaea6b6b18,https://explorer.kadena.io/mainnet/transaction/864nk5z3tHVcBoGgH_VMW_BvxWxtdfQ4Sgzrz1h1ljA,coin,150.0,n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI,65364.81195403421,2025-06-13 05:36:06
k:93face383ca119d68ab1cb21de1a711bd00b8e4bd47e717fceb0e78329027407,https://explorer.kadena.io/mainnet/transaction/YIfePAZbFSVlB639NAN_bz_fbRdmOYkSSbpbjKeb8as,n_625e9938ae84bdb7d190f14fc283c7a6dfc15d58.ktoshi,993000000.0,coin,117.09863098987,2025-06-13 06:10:47
k:93face383ca119d68ab1cb21de1a711bd00b8e4bd47e717fceb0e78329027407,https://explorer.kadena.io/mainnet/transaction/qG8XwmLaokrqWiiVa7CQTvH8O_fQ-Hhpa3iBdqi5ZDI,coin,112.278570279914,free.kishu-ken,167968386984.3249,2025-06-13 06:17:42
k:87d6b88b7cb527530e089bdb5159b3bcf60a7e4caa72a889e1d384aaac50eb46,https://explorer.kadena.io/mainnet/transaction/S64L8RD41q_4Pzc4nJhdWr5D6mucv6HnH0X0s68fLAk,free.maga,416.701556705965,coin,0.828020099105,2025-06-13 10:45:21
k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1,https://explorer.kadena.io/mainnet/transaction/8zwDNGcYj_uL63hNJx8AeVY6cDVz4sUKFTClAS-UcJg,coin,7.411213538436,free.crankk01,1000.0,2025-06-13 06:36:54
k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1,https://explorer.kadena.io/mainnet/transaction/_aOyIHNF30R6OHtiK0yltEnOQqlp7ZPn3rNnQKDhUDk,coin,7.338510612857,free.crankk01,1000.0,2025-06-13 06:37:01
k:d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd,https://explorer.kadena.io/mainnet/transaction/4t-Gl5wHkNO7FjKfLT-wVsqihW_BA9lzEKwV84sWYiI,coin,19.999999967525,free.crankk01,2629.59061,2025-06-13 07:09:34
k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1,https://explorer.kadena.io/mainnet/transaction/5DGByTzFr5dVB-ZRGO0vAaATe-TdaXeniXiBBpajg3c,free.crankk01,1000.0,coin,7.324645139081,2025-06-13 03:33:17
k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1,https://explorer.kadena.io/mainnet/transaction/PTyfgIoMlLqvP33plmL7G_-C4MYoQYxOZNocFZvGoPI,free.crankk01,1000.0,coin,7.300715788137,2025-06-13 03:35:57
k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1,https://explorer.kadena.io/mainnet/transaction/LylGMSXDhEwXt4nc-BlWgUum9ptchib5DITCfA_L3nA,free.crankk01,1000.0,coin,7.276903568781,2025-06-13 03:35:48
k:fea29be0591af42646ca25dce0e356e77eae3ef8aff793f118a54dea2de88a37,https://explorer.kadena.io/mainnet/transaction/9b9kzZ7Fg3Y9QFFB45-Bd5AZYYdkR0cG8TH2UQxwGvs,coin,274.0,n_625e9938ae84bdb7d190f14fc283c7a6dfc15d58.ktoshi,2332848306.1771154,2025-06-13 03:37:36
k:d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd,https://explorer.kadena.io/mainnet/transaction/xAtyMleImVu8r5xe2hTZucf-eOuS1CZCrQ12JpUdzhs,coin,20.000213241719,free.crankk01,2733.15169,2025-06-13 03:38:12
k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1,https://explorer.kadena.io/mainnet/transaction/o7BPtGqkCUNyGydsMY7jgWzvYV-hxa1m_btPFN5f7bs,free.crankk01,1000.0,coin,7.253207717605,2025-06-13 03:36:48
k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1,https://explorer.kadena.io/mainnet/transaction/o_YaFFUcsPHE0WHK6D6aZXWPvfKI-h8gk0rJ6ulwvj4,free.crankk01,1000.0,coin,7.294545595775,2025-06-13 03:39:02
k:93face383ca119d68ab1cb21de1a711bd00b8e4bd47e717fceb0e78329027407,https://explorer.kadena.io/mainnet/transaction/2ipgsE8ui2cpVomAuxOhaGBOHR1S031UCClFldhjCiM,coin,97.224348143437,free.kishu-ken,143936725945.62918,2025-06-13 04:40:24
k:93face383ca119d68ab1cb21de1a711bd00b8e4bd47e717fceb0e78329027407,https://explorer.kadena.io/mainnet/transaction/kkz_YnSdWuL5sLVYsclvJ05QKp-csHH8TpWKcDkzanI,coin,79.202589337693,n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI,33802.698841127,2025-06-13 05:00:44
k:87d6b88b7cb527530e089bdb5159b3bcf60a7e4caa72a889e1d384aaac50eb46,https://explorer.kadena.io/mainnet/transaction/xCjeUvG7vMEJeYurQwacheciBzDsv4KdA9OX7iXV7U8,free.kishu-ken,4136470861.602258,coin,2.765857856028,2025-06-13 10:45:52
k:87d6b88b7cb527530e089bdb5159b3bcf60a7e4caa72a889e1d384aaac50eb46,https://explorer.kadena.io/mainnet/transaction/sgkNKst3BoNxdHvgJwtedN2h202881SsrKfJLhY9phQ,n_625e9938ae84bdb7d190f14fc283c7a6dfc15d58.ktoshi,7000000.00000001,coin,0.857952504907,2025-06-13 10:46:09
k:87d6b88b7cb527530e089bdb5159b3bcf60a7e4caa72a889e1d384aaac50eb46,https://explorer.kadena.io/mainnet/transaction/zUrf9md6csmqold_JiV_pyGXF_TJN20TY0FxpeUb_N8,n_e309f0fa7cf3a13f93a8da5325cdad32790d2070.heron,7000.0,coin,1.749170500434,2025-06-13 10:46:27
k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1,https://explorer.kadena.io/mainnet/transaction/9fTOBbIM6EwfGeIGyVIKG4Xhi3K7EUdREpZnG872KTo,coin,7.362625657808,free.crankk01,1000.0,2025-06-13 06:37:09
k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1,https://explorer.kadena.io/mainnet/transaction/hAH0IZVb_Jn8tbQ62kCGTKjwpMaNTSNCjzLcheqYKJg,coin,7.38685970497,free.crankk01,1000.0,2025-06-13 06:37:17
k:87d6b88b7cb527530e089bdb5159b3bcf60a7e4caa72a889e1d384aaac50eb46,https://explorer.kadena.io/mainnet/transaction/oa1Ow_vWeM64acG_GCb0G6nKG78hw5s48AhJd6zfGkQ,runonflux.flux,1.04875915,coin,0.500487763837,2025-06-13 10:46:42
k:87d6b88b7cb527530e089bdb5159b3bcf60a7e4caa72a889e1d384aaac50eb46,https://explorer.kadena.io/mainnet/transaction/kTuABKQ-lW6-Tkp77AMyKRGf1cuv8mCzLarSgGF2ovE,kdlaunch.kdswap-token,8.870021869574,coin,0.018331626265,2025-06-13 10:48:11
k:93face383ca119d68ab1cb21de1a711bd00b8e4bd47e717fceb0e78329027407,https://explorer.kadena.io/mainnet/transaction/A-BC_7KYMPKJSa4oSz9KRLH3Ifl5eWoVzHk4c8TOtB4,free.kishu-ken,505347353.71509683,coin,0.337962500381,2025-06-13 07:36:50
k:825715b57f75f2dbb4609df9e4162b8cd071a5a2231038d6ea86af640e7b9595,https://explorer.kadena.io/mainnet/transaction/SHKo6JVi9EpiwxU0No1ZGA4mtHqigIoJC_yQoE8s0zI,coin,0.1,n_582fed11af00dc626812cd7890bb88e72067f28c.bro,4.4615497e-05,2025-06-13 07:59:52
k:825715b57f75f2dbb4609df9e4162b8cd071a5a2231038d6ea86af640e7b9595,https://explorer.kadena.io/mainnet/transaction/k-j2w1LkyJSvN5Q0IoLpSIQHwEQHLdcHoO90hU0MEX8,coin,0.1,n_582fed11af00dc626812cd7890bb88e72067f28c.bro,4.4614864e-05,2025-06-13 08:04:53
k:825715b57f75f2dbb4609df9e4162b8cd071a5a2231038d6ea86af640e7b9595,https://explorer.kadena.io/mainnet/transaction/4XkNUu9jFdDeHaxTaCeQIWMALuC0JgbygD1Tut4X30E,coin,0.1,n_582fed11af00dc626812cd7890bb88e72067f28c.bro,4.4614231e-05,2025-06-13 08:09:52
k:825715b57f75f2dbb4609df9e4162b8cd071a5a2231038d6ea86af640e7b9595,https://explorer.kadena.io/mainnet/transaction/Jhr5pVFp32K1L0WAK6OvtLAoAQcZKGdQUnkXs68YWXw,coin,0.1,n_582fed11af00dc626812cd7890bb88e72067f28c.bro,4.4612965e-05,2025-06-13 08:19:53
k:93face383ca119d68ab1cb21de1a711bd00b8e4bd47e717fceb0e78329027407,https://explorer.kadena.io/mainnet/transaction/lQmmuZt-aEt6ApZ2U0-dkOm3RNO2KrumgwwwL-nC4PY,coin,875.264073474181,n_625e9938ae84bdb7d190f14fc283c7a6dfc15d58.ktoshi,7165776162.190406,2025-06-13 11:19:14
k:f27510dbacfd6e45b0b53cc827b38446b29932da373d73c4f300a3b7a56e4590,https://explorer.kadena.io/mainnet/transaction/uuaj7OYxfaE2L8dJTfsAjg5uoXLtbcdltyKIT0BO3fk,n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI,43726.169826147896,coin,100.0,2025-06-13 12:52:51
k:f27510dbacfd6e45b0b53cc827b38446b29932da373d73c4f300a3b7a56e4590,https://explorer.kadena.io/mainnet/transaction/tYp0nTHvhKfAnLIlocrMteaXsZ6aFpwO0hzhlr-vswo,coin,101.0,n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI,43897.83602105005,2025-06-13 12:53:41
k:f27510dbacfd6e45b0b53cc827b38446b29932da373d73c4f300a3b7a56e4590,https://explorer.kadena.io/mainnet/transaction/Scq6Evb_E2ix1OsEn5Q8V-TZbGsR-e-xegG5NEvGIa8,n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI,43719.03221813989,coin,100.0,2025-06-13 13:09:33
k:f27510dbacfd6e45b0b53cc827b38446b29932da373d73c4f300a3b7a56e4590,https://explorer.kadena.io/mainnet/transaction/rIuPh6-VoJYZZFYLrmDvlcgtYlmC37Kg8ZW32f8qlhw,coin,100.38,n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI,43622.812417561545,2025-06-13 13:10:21
k:d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd,https://explorer.kadena.io/mainnet/transaction/mNcm3zYjN_VWJ4lBaWssllOXmjEsDLxiWUhbuLzrJSc,coin,582.0,n_582fed11af00dc626812cd7890bb88e72067f28c.bro,11.0,2025-06-13 19:43:32
k:93face383ca119d68ab1cb21de1a711bd00b8e4bd47e717fceb0e78329027407,https://explorer.kadena.io/mainnet/transaction/ZLTz6bi2_qjsyB_DozSFLv6ze77FbAFNII_qN0olo3k,free.kishu-ken,279849118371.5389,coin,188.595596128406,2025-06-13 04:16:42
k:93face383ca119d68ab1cb21de1a711bd00b8e4bd47e717fceb0e78329027407,https://explorer.kadena.io/mainnet/transaction/iOj0ZgEmquRBmPmA__4ZesrTgHC0XdazkJ--9AL_Avs,coin,191.138872153979,n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI,82684.4442736133,2025-06-13 04:20:21
k:aa987c557a40b24678782482f019eb77a8d9a7ac82f81a2845eeaaf3e83ee952,https://explorer.kadena.io/mainnet/transaction/vbAj_T1gYa-Bs2nWz6ScAFNNDezp1ZYWmPu2kv8-FFs,n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI,50000.0,coin,115.549259994465,2025-06-13 05:27:32
k:740f4028a369993684fca67a916488ece2e202cfaeb41ba7b6507fdaea6b6b18,https://explorer.kadena.io/mainnet/transaction/ExgwXiQEIl_hqsN_EHyLbJ7poig_nht-6JGQo5p0hLY,n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI,43793.76446516032,coin,100.0,2025-06-13 05:28:30
k:740f4028a369993684fca67a916488ece2e202cfaeb41ba7b6507fdaea6b6b18,https://explorer.kadena.io/mainnet/transaction/FYXqemIzcT3SqcyUxttR5tardP8rw07CcG7MmmLVxho,coin,5.0,n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI,2186.422795142621,2025-06-13 05:28:45
k:740f4028a369993684fca67a916488ece2e202cfaeb41ba7b6507fdaea6b6b18,https://explorer.kadena.io/mainnet/transaction/se9kezpB2B685-t8d9PS1-8nTVkkEGNvGPuSMDf6QBM,n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI,21798.08175680008,coin,50.0,2025-06-13 05:31:32
k:d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd,https://explorer.kadena.io/mainnet/transaction/m_PePugGF2hSDGwDz8TAQsngYh5W_CxvhE3c1W4oy3s,coin,44.984202585833,free.crankk01,5999.9,2025-06-13 07:03:28
k:df9e189b02fe9f34d39a2e03be50f863c4e9c59286925a98e507d4a49a7f85ed,https://explorer.kadena.io/mainnet/transaction/_XD5yOIwvYW5BDGoPJa0I6xd7cu8ynPvvSLqqP3c9gc,free.crankk01,2000.0,coin,15.136553474875,2025-06-13 07:19:14
k:825715b57f75f2dbb4609df9e4162b8cd071a5a2231038d6ea86af640e7b9595,https://explorer.kadena.io/mainnet/transaction/oTltRnEw11Bg306tqrqilhsdFnbgiweTqXUnfPihvpU,coin,0.1,n_582fed11af00dc626812cd7890bb88e72067f28c.bro,4.4613598e-05,2025-06-13 08:14:53
k:f27510dbacfd6e45b0b53cc827b38446b29932da373d73c4f300a3b7a56e4590,https://explorer.kadena.io/mainnet/transaction/e7g9XPIqi58KXkbpJ3TALNRuQ3QRxmiHl0ZsI9D0scA,n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI,43722.60077216725,coin,100.0,2025-06-13 13:07:23
k:f27510dbacfd6e45b0b53cc827b38446b29932da373d73c4f300a3b7a56e4590,https://explorer.kadena.io/mainnet/transaction/5A-v-Ju3klt4xgylsDNfCyTLb1todmKOZRGd2do7BuM,coin,101.0,n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI,43894.2530141231,2025-06-13 13:08:00
k:93face383ca119d68ab1cb21de1a711bd00b8e4bd47e717fceb0e78329027407,https://explorer.kadena.io/mainnet/transaction/kt_V5UWC-q3d9K1_mSctPfexNkEi5vNWHLRm0lna520,n_582fed11af00dc626812cd7890bb88e72067f28c.bro,0.194529402251,coin,420.480136175521,2025-06-13 19:41:12
k:f27510dbacfd6e45b0b53cc827b38446b29932da373d73c4f300a3b7a56e4590,https://explorer.kadena.io/mainnet/transaction/nv9GDSvJ8ozkylJCILcNj_OnaYX3tTrHlhdLIE6GeAw,n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI,43718.62452200503,coin,100.0,2025-06-13 13:12:32
k:f27510dbacfd6e45b0b53cc827b38446b29932da373d73c4f300a3b7a56e4590,https://explorer.kadena.io/mainnet/transaction/qp6YQ2T6FA662g9HaTi2HN-P81xk9rpkAP3kFdq7e38,coin,100.601265286975,n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI,43718.0,2025-06-13 13:14:03
k:740f4028a369993684fca67a916488ece2e202cfaeb41ba7b6507fdaea6b6b18,https://explorer.kadena.io/mainnet/transaction/C1oBx5UrMiA2W5YqXZy3AYWnAW1zJwIcKxdMIRIUBtU,n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI,43717.08896805004,coin,100.0,2025-06-13 13:14:52
k:d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd,https://explorer.kadena.io/mainnet/transaction/MWDDIC9hgnaE_UiRmhwt4G0VewoVITSaAr0H5u7Lpv8,coin,31.553907430309,n_582fed11af00dc626812cd7890bb88e72067f28c.bro,0.0149,2025-06-13 19:44:22
k:93face383ca119d68ab1cb21de1a711bd00b8e4bd47e717fceb0e78329027407,https://explorer.kadena.io/mainnet/transaction/JDdW1rcGd1xE9uG-d3xKVsHmEp3g1BDNRxXU6nRYCz0,coin,44.30193103486,n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI,19250.6670774156,2025-06-13 19:45:44
k:740f4028a369993684fca67a916488ece2e202cfaeb41ba7b6507fdaea6b6b18,https://explorer.kadena.io/mainnet/transaction/7HwcNwyOX-Ydjols6TZBFnWQTwrsRjxfR9ZpK5RmK2c,coin,110.0,n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI,48038.29588448919,2025-06-13 14:22:04
k:d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd,https://explorer.kadena.io/mainnet/transaction/QGVjXdEaYpVEN2OJH8Ydwjbte92ZOmoyIB8Egc8FQ2s,n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI,4339.06143,coin,10.108576062146,2025-06-13 14:24:53
k:93face383ca119d68ab1cb21de1a711bd00b8e4bd47e717fceb0e78329027407,https://explorer.kadena.io/mainnet/transaction/MEVrtqtM83XAeuAgGwn5FDcGlOz4_fDHGvV4zwbIh-U,coin,95.193567600625,n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI,41050.018559674,2025-06-13 19:57:55
k:aa987c557a40b24678782482f019eb77a8d9a7ac82f81a2845eeaaf3e83ee952,https://explorer.kadena.io/mainnet/transaction/AFpNLcUqz5Dn9stSGq1MuhkJDRdbzYPFkU0pff_Z4J8,n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI,74807.95930856506,coin,170.0,2025-06-13 14:30:58
k:d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd,https://explorer.kadena.io/mainnet/transaction/JiwRr-av5EWyfFhiGYwe--p4PgN-79Xs7KY9J8pz_ic,coin,9.999999982629,n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI,4415.4181,2025-06-13 14:31:51
k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1,https://explorer.kadena.io/mainnet/transaction/noZmtL9zHqLAIknYlCfqTITAM_MY5gP1fm7cvRmeYW4,coin,7.551036761613,free.crankk01,1000.0,2025-06-13 15:10:13
k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1,https://explorer.kadena.io/mainnet/transaction/45ZWJXTvaMuQrcDT9OwFGevzpmdUgimXpitf32CjrcI,coin,7.525992156518,free.crankk01,1000.0,2025-06-13 15:10:04
k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1,https://explorer.kadena.io/mainnet/transaction/dCdN1hLrB6Hayya00VyfSK1nQbkZ8RMG0Ee-0CniNT0,coin,7.576206525243,free.crankk01,1000.0,2025-06-13 15:14:04
k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1,https://explorer.kadena.io/mainnet/transaction/FpS3BKvktZfWpVv2WtEOKkO6vxbtQls5BQbFWQBS_iI,coin,7.60150228255,free.crankk01,1000.0,2025-06-13 15:13:54
k:d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd,https://explorer.kadena.io/mainnet/transaction/ay1ipuHmXgaBSCE8drepJLz61zgoyFEnEd5KaVvgCqY,free.crankk01,2668.70469,coin,20.109157011039,2025-06-13 15:17:34
k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1,https://explorer.kadena.io/mainnet/transaction/fI-h5Eh4YCqyxDSNZVrjIUSNIZyjP530hx-8-6vtULQ,coin,7.559562800036,free.crankk01,1000.0,2025-06-13 15:18:25
k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1,https://explorer.kadena.io/mainnet/transaction/v3h3FtEISIdaBdgrIBLQX1Dfy4U9M3-YfdcBkY-vIaE,coin,7.584774883353,free.crankk01,1000.0,2025-06-13 15:18:17
k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1,https://explorer.kadena.io/mainnet/transaction/UncLZEzRUScxqzcaz3DTpMJrIGE1B0Ya_VQJkcbMD1o,coin,7.610113241922,free.crankk01,1000.0,2025-06-13 15:18:09
k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1,https://explorer.kadena.io/mainnet/transaction/qjM4SXCsPVICt9Vp_kqm0Run6mNX7JldCo24m2aM47s,coin,7.635578720212,free.crankk01,1000.0,2025-06-13 15:19:35
k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1,https://explorer.kadena.io/mainnet/transaction/oemyjbzA1I4M44NLMgnN88W9qe1W0SNyy7MhPyQW1QU,coin,7.686894449239,free.crankk01,1000.0,2025-06-13 15:21:03
k:d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd,https://explorer.kadena.io/mainnet/transaction/NwoXIgJDHUFyLAUWIVPzSR1X6LwzBxn-WRFonnKWdoc,free.crankk01,2641.30414,coin,20.399319782425,2025-06-13 15:24:43
k:2e6a7275e51156c4e641c377bc8157fc057d20698b83f30ad2f1828a8b74940e,https://explorer.kadena.io/mainnet/transaction/aQpsih-X_tKf4GKZGatCW97xQvKTaMFwSO6fKZnObtk,coin,0.001,runonflux.flux,0.00210339,2025-06-13 13:39:21
k:aa987c557a40b24678782482f019eb77a8d9a7ac82f81a2845eeaaf3e83ee952,https://explorer.kadena.io/mainnet/transaction/f42g7iUMkM25dw9cfZIvIObPfQsRvJw-Von-iAY6-go,n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI,22051.485615906946,coin,50.0,2025-06-13 14:20:15
k:aa987c557a40b24678782482f019eb77a8d9a7ac82f81a2845eeaaf3e83ee952,https://explorer.kadena.io/mainnet/transaction/BU_fcBvw6xMHbqtepM8yzXFENmNyAWaj9ifiGCrsq8Y,coin,150.0,n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI,64523.42658233633,2025-06-13 14:23:58
k:740f4028a369993684fca67a916488ece2e202cfaeb41ba7b6507fdaea6b6b18,https://explorer.kadena.io/mainnet/transaction/SAKXex2B-GnSwkwU72-3pfAB4LPyQDNPcgeZgSuiSbg,n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI,47619.33460729726,coin,110.0,2025-06-13 14:25:00
k:740f4028a369993684fca67a916488ece2e202cfaeb41ba7b6507fdaea6b6b18,https://explorer.kadena.io/mainnet/transaction/SWJiugk9eFCqQn1AljQ2jkyhX7U_WzBnlxpxTHQPCwY,coin,105.0,n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI,46050.99650131563,2025-06-13 14:31:55
