"sender","requestkey","data","code","result","creationtime"
k:93face383ca119d68ab1cb21de1a711bd00b8e4bd47e717fceb0e78329027407,jAu7gTF4uDEnksSH8wE88Qw4LBdhZhLMGx592HWpH7M,"{""fee-keyset"": {""keys"": [""87d6b88b7cb527530e089bdb5159b3bcf60a7e4caa72a889e1d384aaac50eb46""], ""pred"": ""keys-all""}, ""recipient-keyset"": {""keys"": [""d03410a8d553a70fe6bbfdae376e824429b4b67aa1b2c56be88a7bcfddf6acfc""], ""pred"": ""keys-all""}}","""      (\n        kdlaunch.kdswap-exchange.swap-exact-in\n        2.075641926563\n        3071980278.9048845543\n        [coin free.kishu-ken]\n        \""k:d03410a8d553a70fe6bbfdae376e824429b4b67aa1b2c56be88a7bcfddf6acfc\""\n        \""k:d03410a8d553a70fe6bbfdae376e824429b4b67aa1b2c56be88a7bcfddf6acfc\""\n        (read-keyset \""recipient-keyset\""))\n      (\n        coin.transfer-create\n        \""k:d03410a8d553a70fe6bbfdae376e824429b4b67aa1b2c56be88a7bcfddf6acfc\""\n        \""k:87d6b88b7cb527530e089bdb5159b3bcf60a7e4caa72a889e1d384aaac50eb46\""\n        (read-keyset \""fee-keyset\"") 0.014631916904)""","{""data"": ""Write succeeded"", ""status"": ""success""}","1749789624"
k:93face383ca119d68ab1cb21de1a711bd00b8e4bd47e717fceb0e78329027407,WMQIYsfc83Aah9Y9jRhXnJI7VreByTxFYNcipFgwjiw,"{""fee-keyset"": {""keys"": [""87d6b88b7cb527530e089bdb5159b3bcf60a7e4caa72a889e1d384aaac50eb46""], ""pred"": ""keys-all""}, ""recipient-keyset"": {""keys"": [""a6ed2da97f6e131c7b248da428da12bbab87e34472e1863e8f796e8acb74ec04""], ""pred"": ""keys-all""}}","""      (\n        kdlaunch.kdswap-exchange.swap-exact-in\n        9822158446.672731168313\n        6.586845979636\n        [free.kishu-ken coin]\n        \""k:a6ed2da97f6e131c7b248da428da12bbab87e34472e1863e8f796e8acb74ec04\""\n        \""k:a6ed2da97f6e131c7b248da428da12bbab87e34472e1863e8f796e8acb74ec04\""\n        (read-keyset \""recipient-keyset\""))\n      (\n        free.kishu-ken.transfer-create\n        \""k:a6ed2da97f6e131c7b248da428da12bbab87e34472e1863e8f796e8acb74ec04\""\n        \""k:87d6b88b7cb527530e089bdb5159b3bcf60a7e4caa72a889e1d384aaac50eb46\""\n        (read-keyset \""fee-keyset\"") 69239787.640190451337)""","{""error"": {""info"": ""kdlaunch.kdswap-exchange.swap-exact-in.{EvTCHQ5GOQGBPoAnOP50Dwp3Y19zqwEiJ3aqmObTsLs}:0"", ""type"": ""TxFailure"", ""message"": ""swap-exact-in: insufficient output amount"", ""callStack"": []}, ""status"": ""failure""}","1749790534"
k:93face383ca119d68ab1cb21de1a711bd00b8e4bd47e717fceb0e78329027407,"0iKq1ob4VFQn0oJeiu2MluQ5nmrvP7fE_4o3VNJ0hUY","{""fee-keyset"": {""keys"": [""87d6b88b7cb527530e089bdb5159b3bcf60a7e4caa72a889e1d384aaac50eb46""], ""pred"": ""keys-all""}, ""recipient-keyset"": {""keys"": [""a6ed2da97f6e131c7b248da428da12bbab87e34472e1863e8f796e8acb74ec04""], ""pred"": ""keys-all""}}","""      (\n        kdlaunch.kdswap-exchange.swap-exact-in\n        9316811092.957634352014\n        6.167923302736\n        [free.kishu-ken coin]\n        \""k:a6ed2da97f6e131c7b248da428da12bbab87e34472e1863e8f796e8acb74ec04\""\n        \""k:a6ed2da97f6e131c7b248da428da12bbab87e34472e1863e8f796e8acb74ec04\""\n        (read-keyset \""recipient-keyset\""))\n      (\n        free.kishu-ken.transfer-create\n        \""k:a6ed2da97f6e131c7b248da428da12bbab87e34472e1863e8f796e8acb74ec04\""\n        \""k:87d6b88b7cb527530e089bdb5159b3bcf60a7e4caa72a889e1d384aaac50eb46\""\n        (read-keyset \""fee-keyset\"") 65677419.587818167637)""","{""data"": ""Write succeeded"", ""status"": ""success""}","1749790784"
k:93face383ca119d68ab1cb21de1a711bd00b8e4bd47e717fceb0e78329027407,"7Hqnbv-Se-JvXoNJcdAsX8JO1QXOHPJ6J07H81tegqc","{""fee-keyset"": {""keys"": [""87d6b88b7cb527530e089bdb5159b3bcf60a7e4caa72a889e1d384aaac50eb46""], ""pred"": ""keys-all""}, ""recipient-keyset"": {""keys"": [""13ebe6a6a5ebde1ab649c619080089870ebd19edfb91fe50a65b7e0ddd20e32d""], ""pred"": ""keys-all""}}","""      (\n        kdlaunch.kdswap-exchange.swap-exact-in\n        5.798210662307\n        2492.9976404511\n        [coin n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI]\n        \""k:13ebe6a6a5ebde1ab649c619080089870ebd19edfb91fe50a65b7e0ddd20e32d\""\n        \""k:13ebe6a6a5ebde1ab649c619080089870ebd19edfb91fe50a65b7e0ddd20e32d\""\n        (read-keyset \""recipient-keyset\""))\n      (\n        coin.transfer-create\n        \""k:13ebe6a6a5ebde1ab649c619080089870ebd19edfb91fe50a65b7e0ddd20e32d\""\n        \""k:87d6b88b7cb527530e089bdb5159b3bcf60a7e4caa72a889e1d384aaac50eb46\""\n        (read-keyset \""fee-keyset\"") 0.040873589764)""","{""data"": ""Write succeeded"", ""status"": ""success""}","1749790844"
k:87d6b88b7cb527530e089bdb5159b3bcf60a7e4caa72a889e1d384aaac50eb46,kTuABKQ-lW6-Tkp77AMyKRGf1cuv8mCzLarSgGF2ovE,"{""user-ks"": {""keys"": [""87d6b88b7cb527530e089bdb5159b3bcf60a7e4caa72a889e1d384aaac50eb46""], ""pred"": ""keys-all""}, ""token0Amount"": 8.870021869574, ""token1Amount"": 0.018331626265, ""token0AmountWithSlippage"": 9.136122525661, ""token1AmountWithSlippage"": 0.017781677477}","""\n          (kaddex.exchange.swap-exact-in\n            (read-decimal 'token0Amount)\n            (read-decimal 'token1AmountWithSlippage)\n            [kdlaunch.kdswap-token coin]\n            \""k:87d6b88b7cb527530e089bdb5159b3bcf60a7e4caa72a889e1d384aaac50eb46\""\n            \""k:87d6b88b7cb527530e089bdb5159b3bcf60a7e4caa72a889e1d384aaac50eb46\""\n            (read-keyset 'user-ks)\n          )\n        ""","{""data"": [{""token"": ""kdlaunch.kdswap-token"", ""amount"": 8.870021869574}, {""token"": ""coin"", ""amount"": 0.018331626265}], ""status"": ""success""}","1749811691"
k:93face383ca119d68ab1cb21de1a711bd00b8e4bd47e717fceb0e78329027407,R33Qldi0nLL-5RZFlWAw-4N2fzQcOPgZVJIM5AOEu9E,"{""fee-keyset"": {""keys"": [""87d6b88b7cb527530e089bdb5159b3bcf60a7e4caa72a889e1d384aaac50eb46""], ""pred"": ""keys-all""}, ""recipient-keyset"": {""keys"": [""b9bed61286f75b4c4591eec4a137aff1498ed7edf393b9f415081b629ea42f7f""], ""pred"": ""keys-all""}}","""      (\n        kdlaunch.kdswap-exchange.swap-exact-in\n        37.734\n        17316.0283421932\n        [coin n_ebe54249b2e9d68f5060961f3c419f8288d18dc2.unitt]\n        \""k:b9bed61286f75b4c4591eec4a137aff1498ed7edf393b9f415081b629ea42f7f\""\n        \""k:b9bed61286f75b4c4591eec4a137aff1498ed7edf393b9f415081b629ea42f7f\""\n        (read-keyset \""recipient-keyset\""))\n      (\n        coin.transfer-create\n        \""k:b9bed61286f75b4c4591eec4a137aff1498ed7edf393b9f415081b629ea42f7f\""\n        \""k:87d6b88b7cb527530e089bdb5159b3bcf60a7e4caa72a889e1d384aaac50eb46\""\n        (read-keyset \""fee-keyset\"") 0.266)""","{""data"": ""Write succeeded"", ""status"": ""success""}","1749797789"
k:93face383ca119d68ab1cb21de1a711bd00b8e4bd47e717fceb0e78329027407,kYp0ysyrZsCkQWMoOqKlUpscVVyal55Xfm5Ru57ydes,"{""fee-keyset"": {""keys"": [""87d6b88b7cb527530e089bdb5159b3bcf60a7e4caa72a889e1d384aaac50eb46""], ""pred"": ""keys-all""}, ""recipient-keyset"": {""keys"": [""13ebe6a6a5ebde1ab649c619080089870ebd19edfb91fe50a65b7e0ddd20e32d""], ""pred"": ""keys-all""}}","""      (\n        kdlaunch.kdswap-exchange.swap-exact-in\n        0.004070597749\n        9.03502468462\n        [n_582fed11af00dc626812cd7890bb88e72067f28c.bro coin]\n        \""k:13ebe6a6a5ebde1ab649c619080089870ebd19edfb91fe50a65b7e0ddd20e32d\""\n        \""k:13ebe6a6a5ebde1ab649c619080089870ebd19edfb91fe50a65b7e0ddd20e32d\""\n        (read-keyset \""recipient-keyset\""))\n      (\n        n_582fed11af00dc626812cd7890bb88e72067f28c.bro.transfer-create\n        \""k:13ebe6a6a5ebde1ab649c619080089870ebd19edfb91fe50a65b7e0ddd20e32d\""\n        \""k:87d6b88b7cb527530e089bdb5159b3bcf60a7e4caa72a889e1d384aaac50eb46\""\n        (read-keyset \""fee-keyset\"") 0.000028695049)""","{""data"": ""Write succeeded"", ""status"": ""success""}","1749843672"
k:93face383ca119d68ab1cb21de1a711bd00b8e4bd47e717fceb0e78329027407,csrShcSHfMdtUbMusALjB2avQmVEzwj7JQN6eainhuk,"{""fee-keyset"": {""keys"": [""87d6b88b7cb527530e089bdb5159b3bcf60a7e4caa72a889e1d384aaac50eb46""], ""pred"": ""keys-all""}, ""recipient-keyset"": {""keys"": [""13ebe6a6a5ebde1ab649c619080089870ebd19edfb91fe50a65b7e0ddd20e32d""], ""pred"": ""keys-all""}}","""      (\n        kdlaunch.kdswap-exchange.swap-exact-in\n        5.34806896514\n        2336.7808065399\n        [coin n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI]\n        \""k:13ebe6a6a5ebde1ab649c619080089870ebd19edfb91fe50a65b7e0ddd20e32d\""\n        \""k:13ebe6a6a5ebde1ab649c619080089870ebd19edfb91fe50a65b7e0ddd20e32d\""\n        (read-keyset \""recipient-keyset\""))\n      (\n        coin.transfer-create\n        \""k:13ebe6a6a5ebde1ab649c619080089870ebd19edfb91fe50a65b7e0ddd20e32d\""\n        \""k:87d6b88b7cb527530e089bdb5159b3bcf60a7e4caa72a889e1d384aaac50eb46\""\n        (read-keyset \""fee-keyset\"") 0.037700385454)""","{""data"": ""Write succeeded"", ""status"": ""success""}","1749843940"
k:93face383ca119d68ab1cb21de1a711bd00b8e4bd47e717fceb0e78329027407,qpIb5Qw7YANiB9Tr3dcAFH-qKgQYDcOSz0CPATqk22o,"{""fee-keyset"": {""keys"": [""87d6b88b7cb527530e089bdb5159b3bcf60a7e4caa72a889e1d384aaac50eb46""], ""pred"": ""keys-all""}, ""recipient-keyset"": {""keys"": [""13ebe6a6a5ebde1ab649c619080089870ebd19edfb91fe50a65b7e0ddd20e32d""], ""pred"": ""keys-all""}}","""      (\n        kdlaunch.kdswap-exchange.swap-exact-in\n        4.106432399375\n        1783.4597989214\n        [coin n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI]\n        \""k:13ebe6a6a5ebde1ab649c619080089870ebd19edfb91fe50a65b7e0ddd20e32d\""\n        \""k:13ebe6a6a5ebde1ab649c619080089870ebd19edfb91fe50a65b7e0ddd20e32d\""\n        (read-keyset \""recipient-keyset\""))\n      (\n        coin.transfer-create\n        \""k:13ebe6a6a5ebde1ab649c619080089870ebd19edfb91fe50a65b7e0ddd20e32d\""\n        \""k:87d6b88b7cb527530e089bdb5159b3bcf60a7e4caa72a889e1d384aaac50eb46\""\n        (read-keyset \""fee-keyset\"") 0.028947660418)""","{""data"": ""Write succeeded"", ""status"": ""success""}","1749844675"
k:d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd,L-IWEkbbG9RuZe8NHkFoQ4hLW8oOm1q0r93frMZH00o,"{""keyset"": {""keys"": [""d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd""], ""pred"": ""keys-all""}, ""in-amount"": 9231.84646, ""out-amount"": 20.5648}","""(kdlaunch.kdswap-exchange.swap-exact-in (read-decimal 'in-amount) (read-decimal 'out-amount) [kdlaunch.kdswap-token coin] \""k:d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd\"" \""k:d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd\"" (read-keyset 'keyset))""","{""data"": [{""token"": ""kdlaunch.kdswap-token"", ""amount"": 9231.84646}, {""token"": ""coin"", ""amount"": 20.58539801314}], ""status"": ""success""}","1749825778"
k:93face383ca119d68ab1cb21de1a711bd00b8e4bd47e717fceb0e78329027407,fpcvBhS97C5xK2KvQvGjMsPKjipnjtKUbiwsgBnGhEg,"{""fee-keyset"": {""keys"": [""87d6b88b7cb527530e089bdb5159b3bcf60a7e4caa72a889e1d384aaac50eb46""], ""pred"": ""keys-all""}, ""recipient-keyset"": {""keys"": [""13ebe6a6a5ebde1ab649c619080089870ebd19edfb91fe50a65b7e0ddd20e32d""], ""pred"": ""keys-all""}}","""      (\n        kdlaunch.kdswap-exchange.swap-exact-in\n        5.865471274836\n        2524.8975671905\n        [coin n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI]\n        \""k:13ebe6a6a5ebde1ab649c619080089870ebd19edfb91fe50a65b7e0ddd20e32d\""\n        \""k:13ebe6a6a5ebde1ab649c619080089870ebd19edfb91fe50a65b7e0ddd20e32d\""\n        (read-keyset \""recipient-keyset\""))\n      (\n        coin.transfer-create\n        \""k:13ebe6a6a5ebde1ab649c619080089870ebd19edfb91fe50a65b7e0ddd20e32d\""\n        \""k:87d6b88b7cb527530e089bdb5159b3bcf60a7e4caa72a889e1d384aaac50eb46\""\n        (read-keyset \""fee-keyset\"") 0.041347733055)""","{""data"": ""Write succeeded"", ""status"": ""success""}","1749845302"
k:d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd,GV8ezccIq3qzrS4Jo6qF_jxujpL8LvF_JD8FIiRwwr4,"{""keyset"": {""keys"": [""d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd""], ""pred"": ""keys-all""}, ""in-amount"": 333.1, ""out-amount"": 167.64548}","""(kdlaunch.kdswap-exchange.swap-exact-in (read-decimal 'in-amount) (read-decimal 'out-amount) [runonflux.flux coin] \""k:d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd\"" \""k:d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd\"" (read-keyset 'keyset))""","{""data"": [{""token"": ""runonflux.flux"", ""amount"": 333.1}, {""token"": ""coin"", ""amount"": 167.717557405228}], ""status"": ""success""}","1749828699"
k:d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd,grSahzFosT2tXEIbr8ptsaUZ2qOvx6JUcYVwhMeFy_s,"{""keyset"": {""keys"": [""d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd""], ""pred"": ""keys-all""}, ""in-amount"": 62.19214, ""out-amount"": 30.29242}","""(kdlaunch.kdswap-exchange.swap-exact-in (read-decimal 'in-amount) (read-decimal 'out-amount) [runonflux.flux coin] \""k:d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd\"" \""k:d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd\"" (read-keyset 'keyset))""","{""data"": [{""token"": ""runonflux.flux"", ""amount"": 62.19214}, {""token"": ""coin"", ""amount"": 30.322743050642}], ""status"": ""success""}","1749828910"
